"","ensembl_gene_id","external_gene_name","gene_biotype"
"39704","ENSMUSG00000034486","Gbx2","protein_coding"
"39705","ENSMUSG00000076604","Igkj1","IG_J_gene"
"39706","ENSMUSG00000026203","Dnajb2","protein_coding"
"39707","ENSMUSG00000109173","Gm21036","processed_pseudogene"
"39708","ENSMUSG00000114825","Gm19119","processed_pseudogene"
"39709","ENSMUSG00000114377","Gm48247","processed_pseudogene"
"39710","ENSMUSG00000109202","Gm21037","processed_pseudogene"
"39711","ENSMUSG00000114261","Gm48243","processed_pseudogene"
"39712","ENSMUSG00000108963","Gm16478","processed_pseudogene"
"39713","ENSMUSG00000114616","Gm26754","lincRNA"
"39714","ENSMUSG00000024077","Strn","protein_coding"
"39715","ENSMUSG00000092627","D130058E05Rik","processed_transcript"
"39716","ENSMUSG00000109806","Olfr663","polymorphic_pseudogene"
"39717","ENSMUSG00000114239","Gm48245","processed_pseudogene"
"39718","ENSMUSG00000114328","Gm48246","processed_pseudogene"
"39719","ENSMUSG00000020803","Txndc17","protein_coding"
"39720","ENSMUSG00000114776","Gm18260","processed_pseudogene"
"39721","ENSMUSG00000113677","Gm48487","processed_pseudogene"
"39722","ENSMUSG00000102666","Gm8599","processed_pseudogene"
"39723","ENSMUSG00000105692","Gm43737","TEC"
"39724","ENSMUSG00000089840","Gm4491","protein_coding"
"39725","ENSMUSG00000102788","Gm38255","TEC"
"39726","ENSMUSG00000002059","Rab34","protein_coding"
"39727","ENSMUSG00000117817","AC116857.1","lincRNA"
"39728","ENSMUSG00000033383","Rtp1","protein_coding"
"39729","ENSMUSG00000051885","Olfr664","polymorphic_pseudogene"
"39730","ENSMUSG00000082776","Gm7061","processed_pseudogene"
"39731","ENSMUSG00000081418","Gm14830","processed_pseudogene"
"39732","ENSMUSG00000101027","Gm28794","processed_pseudogene"
"39733","ENSMUSG00000091131","Gm7945","protein_coding"
"39734","ENSMUSG00000076889","Traj41","TR_J_gene"
"39735","ENSMUSG00000117437","AC131323.2","lincRNA"
"39736","ENSMUSG00000102329","Gm10851","antisense"
"39737","ENSMUSG00000117923","AC124526.1","lincRNA"
"39738","ENSMUSG00000113374","Gm33654","processed_pseudogene"
"39739","ENSMUSG00000086736","Gm14902","lincRNA"
"39740","ENSMUSG00000117451","AC142103.1","processed_pseudogene"
"39741","ENSMUSG00000099578","Gm5731","processed_pseudogene"
"39742","ENSMUSG00000026773","Pfkfb3","protein_coding"
"39743","ENSMUSG00000052026","Slc6a7","protein_coding"
"39744","ENSMUSG00000037992","Rara","protein_coding"
"39745","ENSMUSG00000062083","Rpl13a-ps1","processed_pseudogene"
"39746","ENSMUSG00000106598","Gm43532","lincRNA"
"39747","ENSMUSG00000037190","Cyb561d2","protein_coding"
"39748","ENSMUSG00000109443","Gm45002","processed_pseudogene"
"39749","ENSMUSG00000101791","2210011K15Rik","lincRNA"
"39750","ENSMUSG00000118291","AC105061.2","processed_pseudogene"
"39751","ENSMUSG00000071646","Mta2","protein_coding"
"39752","ENSMUSG00000007035","Msh5","protein_coding"
"39753","ENSMUSG00000062190","Lancl2","protein_coding"
"39754","ENSMUSG00000067995","Gtf2f2","protein_coding"
"39755","ENSMUSG00000029203","Ube2k","protein_coding"
"39756","ENSMUSG00000050128","Olfr1023","protein_coding"
"39757","ENSMUSG00000106399","Gm43530","processed_pseudogene"
"39758","ENSMUSG00000112541","Gm9072","processed_pseudogene"
"39759","ENSMUSG00000059552","Trp53","protein_coding"
"39760","ENSMUSG00000020923","Ubtf","protein_coding"
"39761","ENSMUSG00000076608","Igkj5","IG_J_gene"
"39762","ENSMUSG00000116896","Gm49792","processed_pseudogene"
"39763","ENSMUSG00000111834","Gm40020","processed_pseudogene"
"39764","ENSMUSG00000091483","Gm8715","unprocessed_pseudogene"
"39765","ENSMUSG00000085479","9430073C21Rik","antisense"
"39766","ENSMUSG00000112240","Gm48310","processed_pseudogene"
"39767","ENSMUSG00000033196","Myh2","protein_coding"
"39768","ENSMUSG00000068141","Gm10232","processed_pseudogene"
"39769","ENSMUSG00000105800","Gm18985","unprocessed_pseudogene"
"39770","ENSMUSG00000113813","Gm29968","lincRNA"
"39771","ENSMUSG00000113115","4930480M12Rik","lincRNA"
"39772","ENSMUSG00000092168","Gm9075","unprocessed_pseudogene"
"39773","ENSMUSG00000046523","Kctd4","protein_coding"
"39774","ENSMUSG00000109783","Gm45338","processed_transcript"
"39775","ENSMUSG00000075206","Olfr1024","protein_coding"
"39776","ENSMUSG00000069297","Vmn1r194","protein_coding"
"39777","ENSMUSG00000115993","Zfp42-ps1","processed_pseudogene"
"39778","ENSMUSG00000109059","Gm9354","processed_pseudogene"
"39779","ENSMUSG00000028998","Tomm7","protein_coding"
"39780","ENSMUSG00000116190","Gm41386","lincRNA"
"39781","ENSMUSG00000051255","Gm6563","processed_pseudogene"
"39782","ENSMUSG00000092142","Gm6482","protein_coding"
"39783","ENSMUSG00000116481","Gm49514","processed_pseudogene"
"39784","ENSMUSG00000033355","Rtp4","protein_coding"
"39785","ENSMUSG00000076605","Igkj2","IG_J_gene"
"39786","ENSMUSG00000069296","Vmn1r195","protein_coding"
"39787","ENSMUSG00000074925","Ptar1","protein_coding"
"39788","ENSMUSG00000031066","Usp11","protein_coding"
"39789","ENSMUSG00000047295","Smgc","protein_coding"
"39790","ENSMUSG00000061130","Ppm1b","protein_coding"
"39791","ENSMUSG00000055489","Ano5","protein_coding"
"39792","ENSMUSG00000098000","Gm27026","processed_pseudogene"
"39793","ENSMUSG00000037788","Vopp1","protein_coding"
"39794","ENSMUSG00000024528","Srfbp1","protein_coding"
"39795","ENSMUSG00000021218","Gdi2","protein_coding"
"39796","ENSMUSG00000022231","Sema5a","protein_coding"
"39797","ENSMUSG00000022887","Masp1","protein_coding"
"39798","ENSMUSG00000093776","Vmn2r-ps120","unprocessed_pseudogene"
"39799","ENSMUSG00000116587","Gm49753","lincRNA"
"39800","ENSMUSG00000097739","Gm2539","transcribed_unprocessed_pseudogene"
"39801","ENSMUSG00000116670","Gm49752","unprocessed_pseudogene"
"39802","ENSMUSG00000110271","Gm45387","processed_pseudogene"
"39803","ENSMUSG00000092466","Vmn1r-ps57","unprocessed_pseudogene"
"39804","ENSMUSG00000092532","Vmn2r-ps84","unprocessed_pseudogene"
"39805","ENSMUSG00000079657","Rab26","protein_coding"
"39806","ENSMUSG00000084356","Olfr590-ps1","unprocessed_pseudogene"
"39807","ENSMUSG00000115058","Gm19883","processed_pseudogene"
"39808","ENSMUSG00000110049","Gm3836","processed_pseudogene"
"39809","ENSMUSG00000104054","Gm38131","processed_pseudogene"
"39810","ENSMUSG00000090436","Vmn2r75","protein_coding"
"39811","ENSMUSG00000105646","Gm30211","lincRNA"
"39812","ENSMUSG00000114002","Gm48637","processed_pseudogene"
"39813","ENSMUSG00000104073","Gm37029","processed_pseudogene"
"39814","ENSMUSG00000057461","Olfr591","protein_coding"
"39815","ENSMUSG00000115773","Gm31458","lincRNA"
"39816","ENSMUSG00000102998","Gm37763","processed_pseudogene"
"39817","ENSMUSG00000109796","Gm6850","processed_pseudogene"
"39818","ENSMUSG00000086104","Gm14707","antisense"
"39819","ENSMUSG00000115722","Gm8472","processed_pseudogene"
"39820","ENSMUSG00000092208","Vmn1r-ps58","unprocessed_pseudogene"
"39821","ENSMUSG00000086207","Gm14717","antisense"
"39822","ENSMUSG00000083487","Gm13888","processed_pseudogene"
"39823","ENSMUSG00000114173","Gm48638","processed_pseudogene"
"39824","ENSMUSG00000115839","Gm49233","lincRNA"
"39825","ENSMUSG00000114096","Gm48641","processed_pseudogene"
"39826","ENSMUSG00000087659","Gm12606","lincRNA"
"39827","ENSMUSG00000109189","Olfr1476-ps1","unprocessed_pseudogene"
"39828","ENSMUSG00000103396","Gm38305","processed_pseudogene"
"39829","ENSMUSG00000097795","Gm7678","processed_pseudogene"
"39830","ENSMUSG00000021460","Auh","protein_coding"
"39831","ENSMUSG00000097327","E030030I06Rik","protein_coding"
"39832","ENSMUSG00000058685","Vmn2r51","protein_coding"
"39833","ENSMUSG00000071738","Cldn34b3","protein_coding"
"39834","ENSMUSG00000043073","Usp17le","protein_coding"
"39835","ENSMUSG00000066196","Spag8","protein_coding"
"39836","ENSMUSG00000081139","Gm13333","processed_pseudogene"
"39837","ENSMUSG00000011254","Thg1l","protein_coding"
"39838","ENSMUSG00000092353","Gm20539","processed_transcript"
"39839","ENSMUSG00000097214","Gm19791","unprocessed_pseudogene"
"39840","ENSMUSG00000037708","Spag6","protein_coding"
"39841","ENSMUSG00000030611","Mrps11","protein_coding"
"39842","ENSMUSG00000116942","Gm49744","processed_pseudogene"
"39843","ENSMUSG00000067081","Asb18","protein_coding"
"39844","ENSMUSG00000117369","AC154685.1","lincRNA"
"39845","ENSMUSG00000074987","Wt1os","antisense"
"39846","ENSMUSG00000044303","Cdkn2a","protein_coding"
"39847","ENSMUSG00000117351","AC165153.1","lincRNA"
"39848","ENSMUSG00000113332","Gm9259","unprocessed_pseudogene"
"39849","ENSMUSG00000117497","AC165153.2","lincRNA"
"39850","ENSMUSG00000083043","Gm13433","processed_pseudogene"
"39851","ENSMUSG00000026942","Traf2","protein_coding"
"39852","ENSMUSG00000115234","Gm49130","antisense"
"39853","ENSMUSG00000089854","Gm16133","antisense"
"39854","ENSMUSG00000113257","Gm30409","sense_intronic"
"39855","ENSMUSG00000113472","Gm47602","TEC"
"39856","ENSMUSG00000113665","Gm47603","TEC"
"39857","ENSMUSG00000073956","Olfr592","protein_coding"
"39858","ENSMUSG00000108285","Gm34358","lincRNA"
"39859","ENSMUSG00000109860","Gm17737","unprocessed_pseudogene"
"39860","ENSMUSG00000015176","Nolc1","protein_coding"
"39861","ENSMUSG00000020532","Acaca","protein_coding"
"39862","ENSMUSG00000115806","Gm49234","TEC"
"39863","ENSMUSG00000081737","Olfr359-ps1","unprocessed_pseudogene"
"39864","ENSMUSG00000003477","Inmt","protein_coding"
"39865","ENSMUSG00000030612","Mrpl46","protein_coding"
"39866","ENSMUSG00000090304","Vmn2r99","protein_coding"
"39867","ENSMUSG00000111567","Olfr1251","protein_coding"
"39868","ENSMUSG00000021303","Gng4","protein_coding"
"39869","ENSMUSG00000093565","Rab26os","antisense"
"39870","ENSMUSG00000103815","Gm19194","processed_pseudogene"
"39871","ENSMUSG00000031349","Nsdhl","protein_coding"
"39872","ENSMUSG00000086229","Gm4887","processed_pseudogene"
"39873","ENSMUSG00000030577","Cd22","protein_coding"
"39874","ENSMUSG00000107102","Gm42726","antisense"
"39875","ENSMUSG00000092587","Vmn2r-ps85","unprocessed_pseudogene"
"39876","ENSMUSG00000107362","Gm40309","TEC"
"39877","ENSMUSG00000062369","Usp17lb","protein_coding"
"39878","ENSMUSG00000073955","Olfr593","protein_coding"
"39879","ENSMUSG00000084132","Gm15982","transcribed_unprocessed_pseudogene"
"39880","ENSMUSG00000086075","Gm15728","lincRNA"
"39881","ENSMUSG00000113187","Gm5955","processed_pseudogene"
"39882","ENSMUSG00000085857","Gm15392","antisense"
"39883","ENSMUSG00000026339","Ccdc93","protein_coding"
"39884","ENSMUSG00000080700","Gm15981","transcribed_processed_pseudogene"
"39885","ENSMUSG00000092419","Vmn2r-ps86","unprocessed_pseudogene"
"39886","ENSMUSG00000076890","Traj40","TR_J_gene"
"39887","ENSMUSG00000108536","Gm45059","TEC"
"39888","ENSMUSG00000107209","Gm42599","TEC"
"39889","ENSMUSG00000105310","Gm42451","processed_pseudogene"
"39890","ENSMUSG00000103306","Gm37801","processed_pseudogene"
"39891","ENSMUSG00000106992","Gm43167","TEC"
"39892","ENSMUSG00000085034","Gm11240","processed_transcript"
"39893","ENSMUSG00000118278","AC124526.2","TEC"
"39894","ENSMUSG00000110819","Olfr1252","protein_coding"
"39895","ENSMUSG00000047810","Ccdc88b","protein_coding"
"39896","ENSMUSG00000003309","Ap1m2","protein_coding"
"39897","ENSMUSG00000062110","Scfd2","protein_coding"
"39898","ENSMUSG00000101975","Scgb1b34-ps","unprocessed_pseudogene"
"39899","ENSMUSG00000073954","Olfr594","protein_coding"
"39900","ENSMUSG00000098659","1110015O18Rik","lincRNA"
"39901","ENSMUSG00000114260","Gm19198","processed_pseudogene"
"39902","ENSMUSG00000100877","Gm28534","unprocessed_pseudogene"
"39903","ENSMUSG00000054568","Usp17la","protein_coding"
"39904","ENSMUSG00000113400","Gm8605","processed_pseudogene"
"39905","ENSMUSG00000117913","AC165408.2","lincRNA"
"39906","ENSMUSG00000044268","Gm4895","processed_pseudogene"
"39907","ENSMUSG00000109184","Olfr1478-ps1","unprocessed_pseudogene"
"39908","ENSMUSG00000022205","Sub1","protein_coding"
"39909","ENSMUSG00000071629","Olfr1477","protein_coding"
"39910","ENSMUSG00000104141","Gm6140","processed_pseudogene"
"39911","ENSMUSG00000058884","Olfr1025-ps1","protein_coding"
"39912","ENSMUSG00000024906","Mus81","protein_coding"
"39913","ENSMUSG00000015950","Ncf1","protein_coding"
"39914","ENSMUSG00000096922","Gm17308","lincRNA"
"39915","ENSMUSG00000098189","Gm8604","processed_pseudogene"
"39916","ENSMUSG00000091239","Vmn2r76","protein_coding"
"39917","ENSMUSG00000029536","Gatc","protein_coding"
"39918","ENSMUSG00000054763","Defb42","protein_coding"
"39919","ENSMUSG00000041881","Ndufa7","protein_coding"
"39920","ENSMUSG00000111606","Gm7213","processed_pseudogene"
"39921","ENSMUSG00000101861","Gm29450","lincRNA"
"39922","ENSMUSG00000047181","Samd14","protein_coding"
"39923","ENSMUSG00000110917","Gm33056","lincRNA"
"39924","ENSMUSG00000027104","Atf2","protein_coding"
"39925","ENSMUSG00000117799","AC132404.1","lincRNA"
"39926","ENSMUSG00000045591","Olig3","protein_coding"
"39927","ENSMUSG00000116237","Gm30339","lincRNA"
"39928","ENSMUSG00000025255","Zfhx4","protein_coding"
"39929","ENSMUSG00000116493","Gm49445","lincRNA"
"39930","ENSMUSG00000036480","Prss56","protein_coding"
"39931","ENSMUSG00000097245","Gm5421","processed_pseudogene"
"39932","ENSMUSG00000101598","Gm29449","lincRNA"
"39933","ENSMUSG00000097586","Gm26528","processed_pseudogene"
"39934","ENSMUSG00000042863","Olfr1026","protein_coding"
"39935","ENSMUSG00000116360","9430014N10Rik","lincRNA"
"39936","ENSMUSG00000097705","Gm26740","antisense"
"39937","ENSMUSG00000102768","Gm19002","processed_pseudogene"
"39938","ENSMUSG00000111028","Gm5922","lincRNA"
"39939","ENSMUSG00000072501","Phf20l1","protein_coding"
"39940","ENSMUSG00000053219","Raet1e","protein_coding"
"39941","ENSMUSG00000026882","4930568D16Rik","protein_coding"
"39942","ENSMUSG00000075571","Defb30","protein_coding"
"39943","ENSMUSG00000021700","Rab3c","protein_coding"
"39944","ENSMUSG00000006818","Sod2","protein_coding"
"39945","ENSMUSG00000023345","Poc1a","protein_coding"
"39946","ENSMUSG00000017344","Vtn","protein_coding"
"39947","ENSMUSG00000110902","Gm33104","lincRNA"
"39948","ENSMUSG00000005958","Ephb3","protein_coding"
"39949","ENSMUSG00000115178","Gm49220","processed_pseudogene"
"39950","ENSMUSG00000097047","1110020A21Rik","bidirectional_promoter_lncRNA"
"39951","ENSMUSG00000100576","Gm28975","unprocessed_pseudogene"
"39952","ENSMUSG00000115580","Gm41230","lincRNA"
"39953","ENSMUSG00000100326","Gm28974","processed_pseudogene"
"39954","ENSMUSG00000096277","Gm21142","unprocessed_pseudogene"
"39955","ENSMUSG00000095312","Olfr382","protein_coding"
"39956","ENSMUSG00000097797","Gm26901","lincRNA"
"39957","ENSMUSG00000115550","Gm49225","lincRNA"
"39958","ENSMUSG00000100330","Gm28531","unprocessed_pseudogene"
"39959","ENSMUSG00000082324","Gm14615","processed_pseudogene"
"39960","ENSMUSG00000042102","Dmgdh","protein_coding"
"39961","ENSMUSG00000060989","Gm11847","processed_pseudogene"
"39962","ENSMUSG00000009185","Ccl8","protein_coding"
"39963","ENSMUSG00000082414","Gm13303","unprocessed_pseudogene"
"39964","ENSMUSG00000115366","Gm9298","processed_pseudogene"
"39965","ENSMUSG00000093812","Gm5627","lincRNA"
"39966","ENSMUSG00000081961","Olfr383-ps1","unprocessed_pseudogene"
"39967","ENSMUSG00000086224","2700069I18Rik","antisense"
"39968","ENSMUSG00000076891","Traj39","TR_J_gene"
"39969","ENSMUSG00000029331","4930522N08Rik","antisense"
"39970","ENSMUSG00000100608","Gm21996","protein_coding"
"39971","ENSMUSG00000111397","Gm48232","TEC"
"39972","ENSMUSG00000025644","Gm7628","antisense"
"39973","ENSMUSG00000103694","Gm37530","TEC"
"39974","ENSMUSG00000104898","Gm30043","lincRNA"
"39975","ENSMUSG00000089627","Gm16228","processed_pseudogene"
"39976","ENSMUSG00000099900","Scgb2b21","protein_coding"
"39977","ENSMUSG00000113894","Gm48838","TEC"
"39978","ENSMUSG00000089743","Gm16226","antisense"
"39979","ENSMUSG00000103881","Gm10748","TEC"
"39980","ENSMUSG00000095348","Gm3892","antisense"
"39981","ENSMUSG00000053646","Plxnb1","protein_coding"
"39982","ENSMUSG00000033799","Fam208b","protein_coding"
"39983","ENSMUSG00000095741","Rhox2f","protein_coding"
"39984","ENSMUSG00000111211","Gm48233","TEC"
"39985","ENSMUSG00000105034","Gm43348","lincRNA"
"39986","ENSMUSG00000040188","Scamp2","protein_coding"
"39987","ENSMUSG00000097053","Gm1972","unprocessed_pseudogene"
"39988","ENSMUSG00000090006","Gm16227","sense_intronic"
"39989","ENSMUSG00000025323","Sp4","protein_coding"
"39990","ENSMUSG00000103188","Gm37093","TEC"
"39991","ENSMUSG00000113159","Gm48771","TEC"
"39992","ENSMUSG00000078452","Raet1d","protein_coding"
"39993","ENSMUSG00000105686","Gm35394","lincRNA"
"39994","ENSMUSG00000082604","Gm8482","processed_pseudogene"
"39995","ENSMUSG00000029521","Chek2","protein_coding"
"39996","ENSMUSG00000100216","Gm21867","unprocessed_pseudogene"
"39997","ENSMUSG00000085909","Gm11846","lincRNA"
"39998","ENSMUSG00000083530","Gm13867","unprocessed_pseudogene"
"39999","ENSMUSG00000033882","Rbm46","protein_coding"
"40000","ENSMUSG00000021185","Dglucy","protein_coding"
"40001","ENSMUSG00000115965","Gm30564","lincRNA"
"40002","ENSMUSG00000087144","Gm5958","processed_pseudogene"
"40003","ENSMUSG00000081564","Gm13717","processed_pseudogene"
"40004","ENSMUSG00000104542","Ighv8-15","IG_V_pseudogene"
"40005","ENSMUSG00000020702","Ccl1","protein_coding"
"40006","ENSMUSG00000095095","Olfr385","protein_coding"
"40007","ENSMUSG00000022008","Gpalpp1","protein_coding"
"40008","ENSMUSG00000001761","Smo","protein_coding"
"40009","ENSMUSG00000026301","Iqca","protein_coding"
"40010","ENSMUSG00000029535","Triap1","protein_coding"
"40011","ENSMUSG00000114713","Gm9633","processed_pseudogene"
"40012","ENSMUSG00000104211","Gm37985","TEC"
"40013","ENSMUSG00000025862","Stag2","protein_coding"
"40014","ENSMUSG00000057766","Ankrd29","protein_coding"
"40015","ENSMUSG00000084915","C230037L18Rik","antisense"
"40016","ENSMUSG00000060335","Olfr384","protein_coding"
"40017","ENSMUSG00000061877","BC048679","protein_coding"
"40018","ENSMUSG00000022620","Arsa","protein_coding"
"40019","ENSMUSG00000084991","Gm16260","processed_pseudogene"
"40020","ENSMUSG00000087334","AW495222","antisense"
"40021","ENSMUSG00000105658","Gm43531","processed_pseudogene"
"40022","ENSMUSG00000054391","4930517O19Rik","antisense"
"40023","ENSMUSG00000116117","Cyp2d39-ps","unprocessed_pseudogene"
"40024","ENSMUSG00000097955","Gm26950","processed_pseudogene"
"40025","ENSMUSG00000106389","Gm21006","processed_pseudogene"
"40026","ENSMUSG00000118166","AC105061.1","processed_pseudogene"
"40027","ENSMUSG00000101466","Gm29548","unprocessed_pseudogene"
"40028","ENSMUSG00000053117","E330013P04Rik","lincRNA"
"40029","ENSMUSG00000094136","Gm5973","processed_pseudogene"
"40030","ENSMUSG00000104072","4930448I06Rik","lincRNA"
"40031","ENSMUSG00000085202","Gm15620","processed_pseudogene"
"40032","ENSMUSG00000091486","Gm7953","unprocessed_pseudogene"
"40033","ENSMUSG00000099641","Gm29448","unprocessed_pseudogene"
"40034","ENSMUSG00000093863","Gm7954","protein_coding"
"40035","ENSMUSG00000100356","Gm18797","unprocessed_pseudogene"
"40036","ENSMUSG00000072294","Klf12","protein_coding"
"40037","ENSMUSG00000100271","Gm21127","unprocessed_pseudogene"
"40038","ENSMUSG00000075297","H60b","protein_coding"
"40039","ENSMUSG00000101443","Rhoay-ps1","processed_pseudogene"
"40040","ENSMUSG00000091016","Gm2878","unprocessed_pseudogene"
"40041","ENSMUSG00000095634","Gm20816","protein_coding"
"40042","ENSMUSG00000029322","Plac8","protein_coding"
"40043","ENSMUSG00000112989","Gm48143","processed_pseudogene"
"40044","ENSMUSG00000116071","Gm49433","unprocessed_pseudogene"
"40045","ENSMUSG00000005649","Cabp5","protein_coding"
"40046","ENSMUSG00000090505","Gm3486","protein_coding"
"40047","ENSMUSG00000104878","Gm43567","lincRNA"
"40048","ENSMUSG00000019792","Trmt11","protein_coding"
"40049","ENSMUSG00000106225","Gm43564","processed_pseudogene"
"40050","ENSMUSG00000079266","Gm6490","unprocessed_pseudogene"
"40051","ENSMUSG00000068083","Cyp2d40","protein_coding"
"40052","ENSMUSG00000082892","Olfr1027-ps1","unprocessed_pseudogene"
"40053","ENSMUSG00000090519","Gm17061","unprocessed_pseudogene"
"40054","ENSMUSG00000117292","AC112949.1","lincRNA"
"40055","ENSMUSG00000115063","4930465K09Rik","antisense"
"40056","ENSMUSG00000024619","Cdx1","protein_coding"
"40057","ENSMUSG00000024242","Map4k3","protein_coding"
"40058","ENSMUSG00000059714","Flot1","protein_coding"
"40059","ENSMUSG00000053574","4930563E22Rik","processed_transcript"
"40060","ENSMUSG00000117663","AC165408.1","unprocessed_pseudogene"
"40061","ENSMUSG00000113083","Gm48513","processed_pseudogene"
"40062","ENSMUSG00000020801","Med31","protein_coding"
"40063","ENSMUSG00000097108","Gm26581","lincRNA"
"40064","ENSMUSG00000062591","Tubb4a","protein_coding"
"40065","ENSMUSG00000030380","Mzf1","protein_coding"
"40066","ENSMUSG00000021731","Mrps30","protein_coding"
"40067","ENSMUSG00000076892","Traj38","TR_J_gene"
"40068","ENSMUSG00000057207","Olfr1028","protein_coding"
"40069","ENSMUSG00000097295","Hmgb1-ps8","processed_pseudogene"
"40070","ENSMUSG00000097352","C920009B18Rik","transcribed_unprocessed_pseudogene"
"40071","ENSMUSG00000118279","AC157548.3","lincRNA"
"40072","ENSMUSG00000041697","Cox6a1","protein_coding"
"40073","ENSMUSG00000093833","Gm7970","protein_coding"
"40074","ENSMUSG00000113348","Gm8607","unprocessed_pseudogene"
"40075","ENSMUSG00000095487","Scgb1b21","transcribed_unprocessed_pseudogene"
"40076","ENSMUSG00000117685","AC134830.1","lincRNA"
"40077","ENSMUSG00000082051","Gm16072","processed_pseudogene"
"40078","ENSMUSG00000096530","Gm11758","protein_coding"
"40079","ENSMUSG00000035678","Tnfsf9","protein_coding"
"40080","ENSMUSG00000118057","AC157548.1","lincRNA"
"40081","ENSMUSG00000096936","Gm3510","lincRNA"
"40082","ENSMUSG00000021096","Ppm1a","protein_coding"
"40083","ENSMUSG00000058625","Gm17383","processed_pseudogene"
"40084","ENSMUSG00000002968","Med25","protein_coding"
"40085","ENSMUSG00000117420","AC131323.1","lincRNA"
"40086","ENSMUSG00000101987","Gm21268","unprocessed_pseudogene"
"40087","ENSMUSG00000114060","Gm18630","processed_pseudogene"
"40088","ENSMUSG00000082964","Rpl13-ps5","processed_pseudogene"
"40089","ENSMUSG00000100072","Gm21275","unprocessed_pseudogene"
"40090","ENSMUSG00000048067","Olfr1349","protein_coding"
"40091","ENSMUSG00000117577","AC131323.5","lincRNA"
"40092","ENSMUSG00000024909","Efemp2","protein_coding"
"40093","ENSMUSG00000055963","Triqk","protein_coding"
"40094","ENSMUSG00000117544","AC131323.4","processed_pseudogene"
"40095","ENSMUSG00000079414","Gm11110","lincRNA"
"40096","ENSMUSG00000076893","Traj37","TR_J_gene"
"40097","ENSMUSG00000093896","Ighv1-76","IG_V_gene"
"40098","ENSMUSG00000038274","Fau","protein_coding"
"40099","ENSMUSG00000117445","AC131323.3","lincRNA"
"40100","ENSMUSG00000038187","Btbd10","protein_coding"
"40101","ENSMUSG00000101393","Gm29447","processed_transcript"
"40102","ENSMUSG00000083568","Gm12770","processed_pseudogene"
"40103","ENSMUSG00000101570","Gm28233","lincRNA"
"40104","ENSMUSG00000109641","Gm45556","lincRNA"
"40105","ENSMUSG00000059873","Olfr1029","protein_coding"
"40106","ENSMUSG00000101885","Gm28235","lincRNA"
"40107","ENSMUSG00000091475","2810468N07Rik","antisense"
"40108","ENSMUSG00000083383","Olfr595-ps1","unprocessed_pseudogene"
"40109","ENSMUSG00000103465","Gm37617","processed_pseudogene"
"40110","ENSMUSG00000100095","Gm28234","unprocessed_pseudogene"
"40111","ENSMUSG00000103279","Gm3351","processed_pseudogene"
"40112","ENSMUSG00000028243","Ubxn2b","protein_coding"
"40113","ENSMUSG00000106482","Ighv8-16","IG_V_pseudogene"
"40114","ENSMUSG00000025200","Cwf19l1","protein_coding"
"40115","ENSMUSG00000073917","Olfr665","protein_coding"
"40116","ENSMUSG00000107766","Gm44073","antisense"
"40117","ENSMUSG00000101420","Gm21902","unprocessed_pseudogene"
"40118","ENSMUSG00000103122","Gm37391","TEC"
"40119","ENSMUSG00000099654","Gm28236","lincRNA"
"40120","ENSMUSG00000024176","Sox8","protein_coding"
"40121","ENSMUSG00000051452","Gm11437","protein_coding"
"40122","ENSMUSG00000038022","Mindy4","protein_coding"
"40123","ENSMUSG00000104453","Gm37829","TEC"
"40124","ENSMUSG00000038883","Prl3a1","protein_coding"
"40125","ENSMUSG00000081611","Gm13651","processed_pseudogene"
"40126","ENSMUSG00000097277","2900076A07Rik","lincRNA"
"40127","ENSMUSG00000103859","Gm37603","processed_pseudogene"
"40128","ENSMUSG00000109564","Muc16","protein_coding"
"40129","ENSMUSG00000103078","Gm37901","processed_pseudogene"
"40130","ENSMUSG00000096452","Ighv1-77","IG_V_gene"
"40131","ENSMUSG00000089690","Gm16569","unprocessed_pseudogene"
"40132","ENSMUSG00000098232","Gm3671","processed_pseudogene"
"40133","ENSMUSG00000063582","Olfr666","protein_coding"
"40134","ENSMUSG00000062353","Gm15772","processed_pseudogene"
"40135","ENSMUSG00000100270","Gm21803","unprocessed_pseudogene"
"40136","ENSMUSG00000042743","Sgtb","protein_coding"
"40137","ENSMUSG00000026809","Spaca9","protein_coding"
"40138","ENSMUSG00000101614","Gm29547","lincRNA"
"40139","ENSMUSG00000110250","Gm9077","unprocessed_pseudogene"
"40140","ENSMUSG00000117019","AC165291.1","lincRNA"
"40141","ENSMUSG00000096750","Gm11757","protein_coding"
"40142","ENSMUSG00000113493","Gm7441","processed_pseudogene"
"40143","ENSMUSG00000107585","3300002P13Rik","lincRNA"
"40144","ENSMUSG00000082338","Gm12327","unprocessed_pseudogene"
"40145","ENSMUSG00000103611","Gm37195","TEC"
"40146","ENSMUSG00000100382","Gm28924","processed_pseudogene"
"40147","ENSMUSG00000100185","Gm28634","lincRNA"
"40148","ENSMUSG00000029911","Ssbp1","protein_coding"
"40149","ENSMUSG00000044697","Gm5479","processed_pseudogene"
"40150","ENSMUSG00000100832","Gm29260","lincRNA"
"40151","ENSMUSG00000032417","Rwdd2a","protein_coding"
"40152","ENSMUSG00000032411","Tfdp2","protein_coding"
"40153","ENSMUSG00000085449","Gm15520","antisense"
"40154","ENSMUSG00000034164","Emid1","protein_coding"
"40155","ENSMUSG00000022009","Nufip1","protein_coding"
"40156","ENSMUSG00000091119","Ccdc152","protein_coding"
